symbol,WT1,p531,p53CAS1,p53RAS1,WT2,p532,p53CAS2,p53RAS2
Olfr1466,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13084,3.769859523520464e-18,1.0,9.492127760253106e-18,4.8948485572038685e-18,4.212905544255233e-18,0.005642577260749084,8.651929191856604e-18,3.971326521973546e-18
Gm13088,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13102,3.47069142315499e-18,5.230386066552623e-18,1.0,4.506403699962117e-18,3.8785782461608394e-18,6.459446738869445e-18,0.0,3.6561704255468136e-18
Gm13103,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13119,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Cilp2,2.469549948773716e-19,0.06550774460867813,0.9377117644820662,0.01585424266918799,2.7597794045355594e-19,0.00036963251013188563,1.0,0.10677943028205115
Gm13124,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13125,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13128,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Rhbdl2,1.164830843112439e-19,1.755418234839131e-19,1.0,1.5124358178924956e-19,1.3017255116406068e-19,2.1679146525903016e-19,0.975390989277745,1.2270811662884827e-19
Nr2e3,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13177,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Cib4,8.864248728541899e-20,0.4652196597724477,0.8418636626471592,0.63688543559666,9.906003759858359e-20,0.6803980342259438,1.0,0.6042032690305968
Rhcg,3.3584410297542285e-18,5.0612229742386756e-18,0.0,4.360655914731599e-18,3.753135825361753e-18,6.2505329089760804e-18,1.0,3.5379212012366944e-18
Gm13178,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Rgs6,1.1792182249000609e-18,1.7771002434251165e-18,1.0,0.2468063839780598,1.3178037448273404e-18,2.1946916013414656e-18,0.3226132691306433,0.16624459586417256
Gm1322,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13083,3.769859523520464e-18,1.0,9.492127760253106e-18,4.8948485572038685e-18,4.212905544255233e-18,0.005642577260749084,8.651929191856604e-18,3.971326521973546e-18
Cited1,1.145695516653869e-18,0.3039093391957393,1.0,0.0,1.2803413400486743e-18,0.001714831926675159,0.0,0.08248800283966068
Gm12794,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Olfr488,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Rgs13,1.794410213306692e-18,0.5284558186136702,4.518144745909306e-18,2.3298921853283923e-18,2.005295075092986e-18,1.0,4.1182197930218254e-18,1.8903062108665305e-18
Ckmt2,3.47069142315499e-18,5.230386066552623e-18,1.0,4.506403699962117e-18,3.8785782461608394e-18,6.459446738869445e-18,0.0,3.6561704255468136e-18
Gm12886,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Ckm,1.5059647267056406e-20,0.004523107452944799,0.8832284199414039,0.003311161862345964,1.6829505468326422e-20,0.010478247948074164,1.0,0.001037641606129335
Gm12887,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm12888,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13023,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13040,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13043,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
CK137956,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Olfr487,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13057,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Rgs22,0.3971564246433975,0.5985209217500401,1.0,0.5156745337647403,0.44383152551908933,0.7391641777394854,0.9114846966225307,0.41838106505507583
Gm13078,3.3584410297542285e-18,5.0612229742386756e-18,0.0,4.360655914731599e-18,3.753135825361753e-18,6.2505329089760804e-18,1.0,3.5379212012366944e-18
