atID,wthp6,wtlp6,wthp5,wtlp5,wtal,wtfe,s1hp6,s1lp6,s1hp5,s1lp5,s1al,s1fe
AT5G01225,0.13883,0.07527,0.06284,0.09085,0.17779,0.27811,0.15213,0.10589,0.09632,0.15915,0.91211,0.36493
AT1G61560,0.14071,0.15704,0.20095,0.21661,0.84419,0.80656,0.03655,0.02146,0.02716,0.02569,0.39169,0.15005
AT5G38200,0.14073,0.20538,0.21205,0.34946,0.98505,0.25947,0.02778,0.02587,0.03509,0.04295,0.05762,0.02761
AT3G09405,0.15348,0.14425,0.11707,0.13095,0.34299,0.34529,0.09072,0.11871,0.09289,0.11879,0.92667,0.21522
AT1G08910,0.15413,0.16667,0.13429,0.16137,0.538,0.28249,0.14639,0.14127,0.15766,0.18267,0.96407,0.33815
AT1G04800,0.15479,0.0112,0.5,0.0158,0.11203,0.00611,0.39284,0.02705,0.18636,0.01873,0.00641,0.01027
AT1G44575,0.16156,0.13014,0.53699,0.07211,0.38611,0.153,0.26393,0.14583,0.25378,0.08657,0.13792,0.16217
AT1G09310,0.16173,0.0561,0.27634,0.06188,0.90384,0.06169,0.24676,0.07775,0.17698,0.05276,0.05955,0.20461
AT4G39770,0.16342,0.10338,0.1813,0.11205,0.11718,0.82278,0.19497,0.21151,0.24681,0.14403,0.29695,0.91373
AT1G72490,0.16937,0.2355,0.2427,0.2772,0.49482,0.49092,0.13985,0.24444,0.15295,0.26973,0.93948,0.34648
AT1G44180,0.1707,0.16878,0.19387,0.17922,0.4968,0.62673,0.124,0.20669,0.27417,0.28592,0.89699,0.59904
AT2G43500,0.17844,0.19825,0.16985,0.24873,0.45525,0.40024,0.10649,0.09505,0.17247,0.30441,0.93336,0.3135
AT4G02880,0.19582,0.25132,0.2149,0.21756,0.45507,0.27574,0.18389,0.19037,0.20736,0.2048,0.94081,0.2855
AT1G60190,0.20368,0.23849,0.37669,0.26166,0.21615,0.47786,0.35252,0.23586,0.26251,0.31677,0.83043,0.9413
AT2G46600,0.20478,0.26146,0.28555,0.35627,0.32359,0.4793,0.28787,0.31603,0.33306,0.45224,0.89202,0.58128
AT4G23250,0.20817,0.0598,0.15031,0.06523,0.24445,0.33034,0.18982,0.06836,0.12083,0.06334,0.83047,0.11529
AT1G05000,0.21406,0.47807,0.27544,0.48185,0.88615,0.33584,0.13328,0.35919,0.16163,0.32133,0.32179,0.10847
AT5G60770,0.21719,0.22767,0.4463,0.60161,0.58595,0.11823,0.34123,0.04938,0.22727,0.35776,0.00675,0.07688
AT5G66480,0.21788,0.2181,0.16725,0.14771,0.67282,0.09169,0.18486,0.16278,0.11671,0.1082,0.06293,0.04281
AT5G44700,0.21817,0.24913,0.36391,0.38161,0.2425,0.62587,0.28315,0.22813,0.32335,0.50162,0.81139,0.93902
AT5G64260,0.22162,0.30931,0.30344,0.4263,0.77767,0.41918,0.14162,0.17465,0.16007,0.21206,0.22652,0.20609
AT5G53590,0.22185,0.17084,0.21953,0.2375,0.78931,0.52551,0.31198,0.22898,0.27805,0.26042,0.86863,0.38061
AT3G16150,0.22287,0.21593,0.3208,0.49486,0.70949,0.64735,0.26355,0.23877,0.29195,0.37301,0.54396,0.71029
AT5G67180,0.22546,0.22344,0.35893,0.3812,0.31864,0.68425,0.58597,0.37854,0.48101,0.29277,0.71832,0.85648
AT1G44446,0.22657,0.37969,0.47229,0.39675,0.36656,0.70496,0.28649,0.28748,0.29596,0.31827,0.46443,0.91085
AT1G24150,0.23047,0.27636,0.28761,0.27667,0.35941,0.32673,0.23125,0.23492,0.2721,0.30121,0.97684,0.33358
AT3G47470,0.23366,0.31849,0.60357,0.26713,0.25698,0.70367,0.19475,0.28583,0.16658,0.22409,0.15852,0.77965
AT4G33660,0.2341,0.18467,0.18828,0.16369,0.3357,0.25843,0.10862,0.22532,0.14785,0.20987,0.95439,0.2405
AT3G05880,0.23685,0.22333,0.24,0.25824,0.75845,0.81506,0.23305,0.29528,0.18246,0.27056,0.69114,0.59358
AT2G23150,0.23791,0.25405,0.28416,0.30006,0.80461,0.39018,0.22493,0.20353,0.22138,0.22496,0.34627,0.2685
AT2G37970,0.24152,0.25552,0.25294,0.29722,0.30969,0.77722,0.2931,0.36994,0.33989,0.45457,0.67064,0.95157
AT5G18170,0.24216,0.27118,0.27508,0.35319,0.93314,0.54781,0.15558,0.17143,0.14509,0.14967,0.12392,0.24662
AT1G32950,0.24454,0.26004,0.31706,0.26022,0.42408,0.3278,0.16755,0.22263,0.26381,0.29742,0.93913,0.44295
AT2G39380,0.24487,0.22192,0.21843,0.27295,0.7862,0.62559,0.13912,0.09502,0.11331,0.10404,0.08027,0.18757
AT1G60610,0.24918,0.30303,0.33252,0.35796,0.82852,0.39336,0.17745,0.21,0.19139,0.20462,0.32254,0.21975
AT3G21690,0.24946,0.19022,0.19844,0.26569,0.7574,0.79983,0.26645,0.23864,0.32059,0.28747,0.76645,0.72608
AT5G57350,0.24979,0.30757,0.27207,0.39234,0.88471,0.52437,0.21596,0.32024,0.24406,0.25792,0.3267,0.40908
AT5G53990,0.25219,0.22834,0.31041,0.45083,0.60904,0.98788,0.33105,0.24213,0.27718,0.34544,0.82461,0.70843
AT2G01008,0.25394,0.58866,0.49505,0.17449,0.28167,0.32693,0.14548,0.14925,0.20664,0.10541,0.12901,0.11851
AT1G27200,0.2578,0.34561,0.45298,0.49209,0.88763,0.44537,0.21244,0.20943,0.20174,0.23963,0.30177,0.22418
AT5G47560,0.26256,0.2612,0.23692,0.36966,0.83749,0.36289,0.1739,0.17917,0.21252,0.19805,0.04068,0.12899
AT1G62422,0.26297,0.3784,0.56229,0.53424,0.75866,0.73894,0.185,0.21847,0.20474,0.20591,0.25988,0.3031
AT2G34500,0.2632,0.23276,0.33022,0.39633,0.25619,0.55607,0.27839,0.35356,0.32623,0.43912,0.92329,0.74482
AT5G40040,0.26615,0.17414,0.33239,0.15261,0.22073,0.10814,0.25843,0.38595,0.62563,0.74113,0.27245,0.28532
AT2G37330,0.26691,0.27318,0.32635,0.30268,0.80101,0.32704,0.26766,0.24861,0.18011,0.29444,0.21608,0.19943
AT1G68690,0.26939,0.27259,0.23344,0.25103,0.42894,0.42427,0.2228,0.19488,0.26036,0.24248,0.92019,0.34821
AT2G20180,0.27023,0.39049,0.52756,0.39875,0.9555,0.35316,0.31562,0.45304,0.4671,0.25766,0.19797,0.30043
AT2G17220,0.27295,0.2583,0.27561,0.28478,0.42093,0.61583,0.31381,0.22836,0.27432,0.29375,0.92607,0.65695
AT1G18100,0.27297,0.24239,0.36927,0.49335,0.728,0.52163,0.4322,0.33531,0.33095,0.45515,0.28316,0.62733
AT5G36140,0.27438,0.09981,0.35529,0.24836,0.1547,0.37336,0.51358,0.11117,0.79723,0.65816,0.49117,0.44316
AT1G18382,0.27476,0.41826,0.24802,0.55731,0.78556,0.90886,0.42219,0.25697,0.28315,0.32615,0.87926,0.65319
AT4G31500,0.27488,0.2551,0.26936,0.38493,0.44023,0.91754,0.27041,0.29017,0.31385,0.32515,0.35811,0.76881
AT2G01010,0.27538,0.54333,0.28502,0.2559,0.25781,0.16077,0.06556,0.05189,0.09073,0.05664,0.05944,0.04726
AT1G77450,0.28321,0.24787,0.37179,0.58116,0.68544,0.74579,0.30457,0.22798,0.33103,0.62272,0.91399,0.62639
AT2G34490,0.28526,0.15303,0.40702,0.49841,0.38893,0.65458,0.48669,0.35427,0.61456,0.57677,0.65034,0.9413
AT5G04140,0.2859,0.23929,0.60825,0.22092,0.34161,0.08588,0.35172,0.20728,0.4409,0.22955,0.16805,0.14181
AT5G52120,0.28618,0.21987,0.35574,0.37258,0.51957,0.85294,0.28481,0.30864,0.25173,0.37458,0.71292,0.67742
AT5G38710,0.28738,0.38675,0.25675,0.35073,0.66994,0.88471,0.22748,0.51879,0.151,0.2023,0.36831,0.31827
AT3G62270,0.2886,0.29443,0.34841,0.44468,0.82174,0.32271,0.2749,0.20705,0.30356,0.29866,0.11081,0.20175
AT1G01190,0.2931,0.25944,0.22333,0.40101,0.46432,0.61158,0.2298,0.28722,0.24015,0.25665,0.82199,0.46536
AT1G08230,0.29399,0.18472,0.24419,0.27687,0.46151,0.56758,0.32585,0.37946,0.29207,0.26201,0.79899,0.50852
AT5G01720,0.29684,0.3828,0.2975,0.42616,0.91881,0.34022,0.17138,0.15474,0.17297,0.16587,0.14011,0.09707
AT1G14870,0.29848,0.28486,0.24022,0.21819,0.72502,0.85324,0.19014,0.1704,0.14702,0.17564,0.45824,0.29279
AT5G59730,0.29976,0.28987,0.36414,0.38444,0.73323,0.86697,0.31227,0.27526,0.34018,0.32041,0.6332,0.53674
AT3G62750,0.30179,0.12793,0.56363,0.11368,0.45863,0.23941,0.5,0.16183,0.55537,0.14783,0.14911,0.11302
AT5G26070,0.3031,0.34126,0.57656,0.40818,0.25785,0.148,0.29806,0.35605,0.80284,0.56915,0.11291,0.25117
AT3G49160,0.31128,0.36444,0.26243,0.37518,0.48324,0.86945,0.2837,0.29587,0.37005,0.61103,0.78976,0.73759
AT5G24570,0.31455,0.37904,0.77299,0.48599,0.45343,0.25976,0.41137,0.54826,0.78122,0.66443,0.23895,0.31456
AT4G10060,0.31883,0.2571,0.47762,0.19418,0.48045,0.18967,0.64486,0.18569,0.33685,0.18906,0.03811,0.21975
AT1G23090,0.31961,0.27788,0.48293,0.44777,0.74779,0.50198,0.38162,0.29174,0.3747,0.23775,0.14331,0.37691
AT5G50760,0.32195,0.33581,0.40072,0.51185,0.81135,0.61686,0.235,0.23443,0.2524,0.32633,0.12851,0.16805
AT4G28811,0.33135,0.65469,0.18637,0.30485,0.45201,0.03075,0.06715,0.03937,0.12752,0.15544,0.03161,0.0
AT3G28345,0.33266,0.41538,0.61111,0.78944,0.87861,0.7157,0.09688,0.06454,0.1659,0.16596,0.02249,0.10166
AT5G52750,0.33451,0.37356,0.28458,0.15196,0.33804,0.2397,0.40669,0.47293,0.27946,0.39475,0.94676,0.3595
AT1G64970,0.33567,0.36844,0.34329,0.423,0.35392,0.57725,0.38985,0.36536,0.38774,0.50039,0.3275,0.91293
AT2G28110,0.34311,0.37812,0.51567,0.50205,0.79805,0.67908,0.30705,0.36518,0.31639,0.3519,0.5244,0.57805
AT5G25280,0.34746,0.33309,0.37423,0.38786,0.43499,0.93684,0.34537,0.40199,0.30682,0.37288,0.64767,0.7107
AT5G06330,0.36904,0.32725,0.39185,0.39567,0.8373,0.57521,0.35095,0.25463,0.28165,0.2577,0.33243,0.24868
AT4G38470,0.37498,0.57139,0.38931,0.50463,0.8924,0.54292,0.27979,0.59973,0.31317,0.41553,0.29583,0.40974
AT2G42610,0.37509,0.38161,0.2332,0.35211,0.53472,0.40426,0.58802,0.59708,0.68459,0.55484,0.49175,0.63573
AT4G25410,0.37779,0.23415,0.42053,0.3914,0.31569,0.80762,0.32061,0.32183,0.39652,0.40375,0.32665,0.64141
AT5G11670,0.38125,0.4751,0.41922,0.46883,0.91253,0.49168,0.26648,0.26002,0.22595,0.238,0.27256,0.22157
AT4G37240,0.38333,0.63656,0.62143,0.67711,0.91973,0.53822,0.32272,0.3189,0.41827,0.52832,0.21086,0.45082
AT2G27830,0.38378,0.28825,0.37439,0.59732,0.66711,0.95072,0.39994,0.2853,0.46597,0.66719,0.57866,0.724
AT1G10060,0.38558,0.27733,0.36628,0.35414,0.75838,0.72794,0.17113,0.22092,0.3583,0.32277,0.79475,0.49016
AT3G19970,0.38805,0.79556,0.4771,0.58342,0.7632,0.60349,0.52495,0.76294,0.41838,0.65943,0.99793,0.50483
AT4G29950,0.3906,0.47221,0.47163,0.51288,0.57509,0.60239,0.3975,0.48841,0.4095,0.51775,0.99126,0.57182
AT5G22140,0.39097,0.35842,0.38077,0.39578,0.42878,0.5167,0.46056,0.40688,0.43224,0.45328,0.93593,0.53267
AT5G02390,0.39551,0.52677,0.74134,0.79819,0.64756,0.51612,0.44681,0.51545,0.54282,0.52403,0.10271,0.35197
AT1G27720,0.39903,0.51959,0.52467,0.77927,0.90245,0.52061,0.40182,0.44905,0.43001,0.60547,0.94572,0.41358
AT3G43670,0.40401,0.47391,0.41036,0.55701,0.54766,0.82879,0.37554,0.64943,0.5035,0.63221,0.36893,0.97657
AT2G35910,0.40469,0.54185,0.4317,0.46623,0.902,0.59501,0.30628,0.37483,0.30544,0.39925,0.37527,0.38836
AT5G57610,0.40496,0.5699,0.44176,0.61241,0.69508,0.52846,0.39624,0.52404,0.44591,0.45081,0.97873,0.495
AT2G38050,0.41027,0.36995,0.37458,0.395,0.38564,0.82475,0.43874,0.51311,0.49581,0.53647,0.48483,0.96556
AT5G58350,0.4108,0.4602,0.43308,0.46786,0.79334,0.50554,0.35443,0.32606,0.35045,0.35342,0.27463,0.28692
AT3G17210,0.41176,0.38164,0.40857,0.40719,0.84419,0.58691,0.38463,0.38861,0.28458,0.34249,0.19889,0.36045
AT5G61810,0.41192,0.42416,0.46206,0.50087,0.60161,0.70246,0.48345,0.53613,0.51675,0.47493,0.95999,0.78335
AT2G16720,0.41299,0.37561,0.47001,0.47121,0.45684,0.64191,0.42455,0.44461,0.40817,0.57171,0.66157,0.85927
AT5G51160,0.41308,0.45289,0.36963,0.39542,0.4857,0.43175,0.41636,0.40539,0.41165,0.38029,0.98669,0.56251
AT5G37740,0.41386,0.41709,0.53197,0.54291,0.86661,0.74262,0.24101,0.25237,0.25227,0.35644,0.38346,0.2956
AT3G07160,0.41653,0.53048,0.47183,0.59865,0.59847,0.38381,0.41098,0.36084,0.49706,0.46404,0.99095,0.4222
AT5G22890,0.41711,0.51803,0.50749,0.66718,0.88967,0.7481,0.00548,0.00577,0.00387,0.00221,0.0,0.00173
AT1G31120,0.41883,0.52208,0.49987,0.59953,0.91692,0.72631,0.33501,0.34321,0.36133,0.36501,0.60406,0.50814
AT1G06650,0.42019,0.44446,0.45185,0.43717,0.42051,0.80305,0.41847,0.58339,0.40884,0.449,0.44538,0.88317
AT4G33740,0.42215,0.52147,0.51854,0.56146,0.91773,0.44703,0.36258,0.4333,0.38671,0.56613,0.40197,0.47843
AT4G13340,0.42276,0.5556,0.41823,0.37998,0.55631,0.26175,0.348,0.34839,0.44337,0.48066,0.88142,0.33671
AT2G11810,0.42329,0.75164,0.58729,0.42919,0.75788,0.4104,0.39544,0.7799,0.53693,0.51754,0.92518,0.25583
AT3G18080,0.42357,0.27123,0.44183,0.25411,0.51925,0.68017,0.69523,0.42461,0.41762,0.27905,0.66364,0.83777
AT3G06850,0.42738,0.34339,0.31143,0.42696,0.46624,0.66474,0.3233,0.43084,0.3431,0.44737,0.88189,0.60277
AT4G34560,0.43449,0.41805,0.40687,0.35633,0.48418,0.63118,0.46012,0.6295,0.47033,0.38824,0.85299,0.62651
AT1G73580,0.4365,0.5347,0.74353,0.78061,0.45771,0.83792,0.6183,0.67116,0.53385,0.8029,0.21411,0.73264
AT5G41070,0.43931,0.47085,0.42753,0.46905,0.82094,0.49203,0.38276,0.56394,0.52795,0.4497,0.47893,0.44847
AT1G73620,0.44192,0.4443,0.50148,0.58882,0.65168,0.80966,0.58634,0.59301,0.62385,0.62097,0.62266,0.9894
AT1G70460,0.44221,0.68483,0.83761,0.86219,0.6157,0.42387,0.54019,0.59027,0.68533,0.72616,0.20283,0.37681
AT4G24260,0.44523,0.58127,0.29522,0.38711,0.47557,0.29186,0.46126,0.54551,0.55724,0.26475,0.97282,0.14575
AT4G26790,0.4463,0.41143,0.36467,0.28861,0.48728,0.57044,0.35003,0.31176,0.33517,0.47417,0.91492,0.5823
AT5G27280,0.44806,0.48246,0.4805,0.42259,0.6362,0.91907,0.43666,0.50957,0.40288,0.51784,0.76586,0.82923
AT3G52840,0.44881,0.30932,0.31527,0.34817,0.39465,0.7537,0.38591,0.52194,0.36653,0.33265,0.34429,0.77438
AT3G03776,0.44996,0.80332,0.72768,0.33492,0.32297,0.4354,0.24737,0.92632,0.34214,0.3094,0.56863,0.50382
AT5G52570,0.4509,0.29835,0.37262,0.39518,0.52356,0.09534,0.39698,0.59162,0.50516,0.65084,0.96265,0.30939
AT1G73655,0.45101,0.40631,0.5782,0.56991,0.57198,0.905,0.52311,0.55411,0.46716,0.51952,0.48721,0.78888
AT1G17960,0.45123,0.66484,0.53844,0.54683,0.32863,0.33336,0.55285,0.50112,0.79102,0.48935,0.33143,0.406
AT5G64220,0.4521,0.46841,0.49878,0.5967,0.89635,0.50256,0.39717,0.38228,0.39984,0.45131,0.70251,0.41358
AT1G21010,0.45313,0.36308,0.44391,0.46099,0.84656,0.86748,0.27744,0.28317,0.28142,0.30517,0.57551,0.62754
AT3G10470,0.45662,0.61461,0.80111,0.75957,0.69915,0.76897,0.75863,0.80602,0.69282,0.66125,0.291,0.83544
AT4G15150,0.45711,0.28241,0.50531,0.47929,0.37784,0.65898,0.53831,0.43279,0.25821,0.44229,0.54692,0.59467
AT5G07440,0.45773,0.48295,0.4161,0.50584,0.8331,0.85611,0.45435,0.61308,0.3447,0.41851,0.4266,0.60997
AT4G16760,0.45854,0.50286,0.49837,0.55751,0.57619,0.83347,0.48266,0.5292,0.45196,0.5373,0.96581,0.79329
AT4G33905,0.45928,0.24714,0.32025,0.33613,0.59736,0.42372,0.41289,0.27755,0.45928,0.42349,0.89402,0.4936
AT4G38480,0.45988,0.46339,0.52629,0.53787,0.43405,0.48753,0.57864,0.43927,0.48492,0.53937,0.89457,0.44063
AT1G75520,0.46197,0.49965,0.528,0.50919,0.51251,0.43465,0.52895,0.44146,0.53326,0.52585,0.91405,0.39487
AT1G49490,0.4638,0.7183,0.74162,0.43722,0.68935,0.34914,0.45374,0.73662,0.65167,0.4905,0.43945,0.41008
AT4G29780,0.46609,0.43283,0.38263,0.477,0.61443,0.63862,0.8681,0.28177,0.69252,0.63968,0.63345,0.5668
AT2G18060,0.46878,0.60505,0.51232,0.48181,0.75854,0.60427,0.5717,0.57171,0.68678,0.64015,0.66447,0.65703
AT3G10080,0.46899,0.42835,0.4369,0.48641,0.50922,0.88994,0.79634,0.83651,0.66087,0.65216,0.58642,0.87783
AT3G47800,0.47037,0.52856,0.42126,0.472,0.50044,0.7965,0.69319,0.94875,0.64203,0.71539,0.58615,0.89646
AT5G48100,0.47059,0.63255,0.46393,0.72218,0.86626,0.8967,0.52548,0.31582,0.31576,0.34199,0.74832,0.5121
AT5G11090,0.47175,0.46982,0.59616,0.53779,0.66894,0.95663,0.45777,0.48981,0.44938,0.53351,0.7998,0.74701
AT5G13900,0.47249,0.46819,0.42061,0.34335,0.40164,0.57241,0.49235,0.42656,0.29386,0.42989,0.91286,0.80778
AT5G07870,0.4734,0.30389,0.42743,0.44087,0.54089,0.82363,0.50578,0.46665,0.47907,0.59409,0.92594,0.93633
AT1G77765,0.47366,0.51899,0.59396,0.58969,0.46373,0.29322,0.45826,0.53575,0.733,0.65057,0.25821,0.76463
AT5G04660,0.47524,0.38532,0.57833,0.46212,0.38883,0.37667,0.68675,0.67134,0.37613,0.27906,0.78563,0.42746
AT5G12930,0.47555,0.54372,0.56049,0.54506,0.94359,0.67438,0.36561,0.41114,0.39507,0.45836,0.90948,0.49747
AT5G20820,0.47647,0.48153,0.48716,0.54721,0.40015,0.76908,0.59279,0.82749,0.5093,0.63432,0.44871,0.72804
AT3G12685,0.47821,0.30226,0.3878,0.3757,0.56859,0.70382,0.4656,0.75848,0.45741,0.41467,0.54116,0.69181
AT4G11660,0.4788,0.53376,0.5321,0.47472,0.67382,0.53513,0.56551,0.35626,0.50869,0.58917,0.90743,0.77778
AT3G22200,0.47962,0.52546,0.62795,0.68165,0.92417,0.69808,0.42258,0.36623,0.3422,0.37306,0.55525,0.48149
AT4G33985,0.48016,0.43266,0.42283,0.43388,0.51709,0.9024,0.52522,0.48465,0.54329,0.63954,0.65144,0.89883
AT4G40080,0.48129,0.48415,0.47867,0.46616,0.7345,0.95814,0.41444,0.5266,0.5451,0.60785,0.9129,0.85534
AT1G60950,0.48183,0.47732,0.70605,0.37517,0.40285,0.66839,0.41899,0.69419,0.50094,0.46051,0.3278,0.86534
AT1G25275,0.48585,0.40364,0.42238,0.44518,0.50314,0.76784,0.35971,0.39079,0.37167,0.5647,0.83597,0.60048
AT5G66815,0.4859,0.44785,0.73226,0.74661,0.37159,0.47746,0.62937,0.52215,0.91278,0.74023,0.24816,0.68283
AT1G57770,0.48696,0.5322,0.8726,0.81923,0.7088,0.16418,0.33292,0.46292,0.4055,0.44683,0.44236,0.09705
AT1G75440,0.48733,0.54451,0.56326,0.6146,0.91059,0.95695,0.31718,0.38181,0.32139,0.34733,0.25694,0.4705
AT4G18670,0.48749,0.69795,0.51686,0.52435,0.52668,0.27177,0.38725,0.46533,0.4958,0.45812,0.50798,0.32831
AT1G09170,0.48893,0.71699,0.88096,0.92955,0.54431,0.38177,0.60909,0.56796,0.71017,0.87202,0.29971,0.48226
AT2G46100,0.49515,0.46548,0.5563,0.51987,0.50476,0.96037,0.4637,0.46518,0.50333,0.58722,0.49813,0.93311
AT3G08590,0.49584,0.46747,0.54176,0.55724,0.76818,0.51079,0.58716,0.5038,0.60157,0.61177,0.93108,0.62158
AT1G08810,0.49665,0.4648,0.60943,0.44809,0.40613,0.23732,0.86511,0.75887,0.58825,0.53479,0.16521,0.10679
AT3G50370,0.49915,0.7267,0.49867,0.64649,0.51233,0.29071,0.38593,0.37344,0.44245,0.44209,0.45202,0.30683
