atID,wthp6,wtlp6,wthp5,wtlp5,wtal,wtfe,s1hp6,s1lp6,s1hp5,s1lp5,s1al,s1fe
AT2G05530,0.49968,0.50729,0.05329,0.18939,0.30294,0.68201,0.26719,0.32924,0.06793,0.05835,0.02383,0.09168
AT5G02550,0.50073,0.42372,0.53217,0.53904,0.38019,0.85834,0.62078,0.73799,0.48728,0.54638,0.39319,0.81288
AT5G20140,0.50079,0.73381,0.60403,0.50242,0.81761,0.54612,0.58015,0.96003,0.69441,0.65181,0.655,0.75029
AT1G37130,0.50084,0.70072,0.52362,0.72389,0.54746,0.35764,0.3952,0.32056,0.55856,0.68951,0.47933,0.36714
AT2G45850,0.50102,0.26775,0.5814,0.36693,0.80993,0.48082,0.41094,0.66599,0.66902,0.14257,0.36345,0.27949
AT2G34660,0.50135,0.61817,0.61739,0.7739,0.63319,0.48482,0.46342,0.38282,0.58983,0.66492,0.96052,0.5113
AT2G33240,0.50156,0.65973,0.58882,0.96273,0.7379,0.51687,0.31006,0.4717,0.56873,0.39697,0.86882,0.44733
AT5G35735,0.50315,0.47963,0.39463,0.41147,0.58858,0.4304,0.45649,0.28254,0.32111,0.37402,0.94227,0.40164
AT4G36010,0.50319,0.35545,0.42694,0.41387,0.54387,0.57042,0.50516,0.23589,0.4651,0.45097,0.96214,0.57487
AT5G02480,0.5042,0.54879,0.53169,0.62489,0.98888,0.50911,0.18908,0.14852,0.14666,0.1144,0.09525,0.10108
AT1G70250,0.50501,0.81392,0.75611,0.93618,0.65141,0.5237,0.51479,0.55484,0.58306,0.77005,0.43627,0.45982
AT1G75810,0.50589,0.46374,0.49633,0.44159,0.5201,0.8819,0.52023,0.49404,0.42321,0.51103,0.78567,0.77268
AT1G13040,0.50629,0.71232,0.53632,0.75911,0.62424,0.30376,0.46127,0.38977,0.53945,0.57872,0.42239,0.34139
AT1G08270,0.50633,0.75804,0.64135,0.65011,0.60448,0.64547,0.69491,0.69973,0.8146,0.70091,0.59807,0.4766
AT1G35670,0.50675,0.56896,0.59076,0.68468,0.8868,0.7093,0.41521,0.47159,0.3933,0.44764,0.37109,0.4496
AT4G11950,0.50838,0.16974,0.64179,0.30501,0.34561,0.42686,0.61148,0.68576,0.77405,0.44085,0.77906,0.48412
AT4G00400,0.50876,0.41386,0.40067,0.42795,0.55398,0.61428,0.58495,0.52118,0.61815,0.37554,0.98055,0.78274
AT3G46240,0.5104,0.88375,0.46136,0.28167,0.69914,0.23596,0.01513,0.62538,0.0,0.04236,0.0,0.0
AT2G35710,0.51056,0.48541,0.40166,0.34478,0.97769,0.29013,0.42218,0.36896,0.3708,0.3014,0.42679,0.19776
AT5G20970,0.51201,0.40524,0.43999,0.41617,0.3634,0.3668,0.7045,0.54388,0.60194,0.57253,0.88533,0.6862
AT4G39675,0.51671,0.75043,0.55284,0.69429,0.37611,0.26113,0.20626,0.36354,0.25642,0.44483,0.04009,0.17839
AT2G28900,0.51788,0.34939,0.43657,0.41385,0.62479,0.72526,0.74758,0.47327,0.48875,0.38002,0.56674,0.73753
AT5G19940,0.51868,0.52222,0.6634,0.4908,0.50115,0.97526,0.47801,0.76106,0.4628,0.59277,0.38144,0.98284
AT5G24070,0.52254,0.65782,0.63991,0.55106,0.73362,0.52304,0.43599,0.56072,0.43582,0.5943,0.03997,0.39332
AT1G23380,0.52311,0.56287,0.59109,0.59516,0.86198,0.669,0.59612,0.67588,0.6488,0.70002,0.77974,0.8022
AT5G53350,0.52454,0.6723,0.62474,0.69404,0.80236,0.67444,0.45412,0.50677,0.56429,0.7245,0.99835,0.72058
AT4G35390,0.5258,0.57943,0.48919,0.53087,0.66603,0.57121,0.60153,0.59304,0.67717,0.61174,0.96991,0.5655
AT1G21310,0.52768,0.7587,0.53078,0.43652,0.31329,0.1988,0.32558,0.5518,0.48468,0.51952,0.26698,0.27212
AT2G27060,0.52824,0.81659,0.63217,0.72404,0.52649,0.39969,0.49067,0.66887,0.64548,0.53434,0.54846,0.38633
AT5G05630,0.52878,0.55017,0.55972,0.5709,0.6324,0.72924,0.62506,0.47607,0.63613,0.51273,0.49808,0.90532
AT1G26150,0.52927,0.73381,0.53992,0.59259,0.56882,0.25386,0.38696,0.43082,0.45331,0.41457,0.41602,0.19747
AT4G30280,0.52964,0.47648,0.66702,0.65617,0.96554,0.84057,0.58868,0.48217,0.68539,0.88383,0.70909,0.92571
AT2G41970,0.53019,0.59907,0.89193,0.80592,0.59238,0.81365,0.68406,0.70691,0.70885,0.85689,0.31967,0.68266
AT1G30570,0.53049,0.61571,0.68453,0.68177,0.88487,0.55602,0.57264,0.55007,0.59353,0.5601,0.46202,0.55518
AT5G65470,0.53072,0.46717,0.47291,0.4701,0.52728,0.38924,0.5625,0.56366,0.54339,0.488,0.97641,0.5602
AT1G52070,0.53234,0.63289,0.80566,0.89157,0.61224,0.67724,0.25901,0.28475,0.19503,0.22596,0.00881,0.17436
AT1G19840,0.53465,0.6579,0.96304,0.68708,0.54898,0.64332,0.45187,0.43507,0.43465,0.4889,0.3682,0.39747
AT4G31450,0.5362,0.55756,0.69764,0.65953,0.53857,0.94465,0.54426,0.54922,0.61992,0.70118,0.68415,0.8188
AT1G19230,0.53693,0.6171,0.5621,0.62202,0.69705,0.51132,0.51533,0.43932,0.55242,0.5967,0.98661,0.5366
AT2G27690,0.53767,0.54942,0.78388,0.65337,0.57563,0.82913,0.62178,0.3755,0.59495,0.71572,0.77914,0.65591
AT4G10040,0.53959,0.48113,0.50453,0.50687,0.4728,0.76036,0.62868,0.66968,0.61404,0.7609,0.7028,0.95781
AT3G53530,0.54005,0.39362,0.64843,0.44743,0.93999,0.2846,0.59689,0.74063,0.3208,0.40083,0.4796,0.5253
AT5G17330,0.54095,0.56448,0.61922,0.65377,0.98572,0.62866,0.41004,0.3371,0.35697,0.37642,0.32322,0.3563
AT4G24570,0.54124,0.40426,0.34486,0.53405,0.71506,0.81229,0.81884,0.41152,0.70427,0.50113,0.86129,0.49611
AT3G16910,0.54609,0.61284,0.5752,0.62588,0.88343,0.8256,0.57426,0.6085,0.54929,0.63762,0.6679,0.72617
AT1G34340,0.54699,0.63673,0.62443,0.6659,0.79349,0.70292,0.44766,0.61239,0.61709,0.61429,0.89713,0.64071
AT5G04290,0.54757,0.77897,0.61797,0.82101,0.6252,0.35619,0.47113,0.53989,0.64866,0.617,0.51255,0.37818
AT3G03520,0.54829,0.56732,0.63487,0.60637,0.69265,0.82751,0.67392,0.74197,0.7472,0.78645,0.93839,0.89165
AT4G33940,0.54853,0.5282,0.56128,0.50404,0.70322,0.75989,0.49823,0.59064,0.49338,0.59934,0.97958,0.77542
AT1G71280,0.54963,0.51787,0.57465,0.85877,0.67912,0.36468,0.4488,0.89144,0.76571,0.61946,0.85118,0.4312
AT5G52880,0.54989,0.52497,0.58878,0.53242,0.76259,0.81914,0.52076,0.58223,0.66415,0.6816,0.85085,0.93763
AT3G19100,0.54994,0.66953,0.63134,0.7729,0.90605,0.60962,0.49728,0.48005,0.50776,0.56432,0.50654,0.48757
AT5G23580,0.55192,0.58258,0.57259,0.62002,0.70373,0.63657,0.59308,0.50939,0.60696,0.68167,0.9887,0.71263
AT1G64790,0.55205,0.70151,0.58484,0.86642,0.55595,0.31738,0.50527,0.48832,0.6455,0.50506,0.4136,0.34568
AT3G26440,0.5555,0.59827,0.66478,0.66329,0.96972,0.74854,0.52648,0.49843,0.55163,0.55028,0.66116,0.61738
AT4G37870,0.55584,0.67676,0.57599,0.69049,0.90225,0.68618,0.35585,0.34227,0.34584,0.38544,0.42659,0.42012
AT3G54430,0.55831,0.59163,0.53353,0.49161,0.63089,0.60327,0.54834,0.84794,0.58736,0.67879,0.70366,0.70249
AT4G13750,0.56011,0.72888,0.58547,0.82839,0.67401,0.41153,0.49971,0.48257,0.69781,0.58093,0.55182,0.48073
AT1G54500,0.5605,0.62434,0.60627,0.53622,0.56118,0.88666,0.51414,0.87557,0.45605,0.52661,0.30695,0.73637
AT4G03292,0.56137,0.27181,0.31615,0.50098,0.49754,0.65705,0.76327,0.63281,0.77282,0.65018,0.4836,0.73714
AT1G30410,0.56163,0.79137,0.79763,0.82982,0.5402,0.40797,0.52709,0.4232,0.5633,0.71106,0.34629,0.37932
AT3G61960,0.56277,0.60101,0.61622,0.59332,0.70892,0.69919,0.51751,0.55823,0.56607,0.62635,0.9366,0.8184
AT5G27320,0.56295,0.5418,0.57527,0.56403,0.54669,0.90604,0.56155,0.64645,0.56207,0.62694,0.76249,0.89941
AT2G34220,0.56417,0.52339,0.34568,0.71268,0.56482,0.44954,0.52535,0.54153,0.71286,0.87701,0.53389,0.38753
AT5G12360,0.56426,0.58927,0.68454,0.48418,0.55673,0.78824,0.66988,0.68784,0.69643,0.61172,0.63173,0.79485
AT1G58120,0.56436,0.43667,0.31283,0.46979,0.76167,0.74277,0.48472,0.74506,0.29132,0.25469,0.2194,0.16932
AT5G45840,0.56482,0.69615,0.88314,0.837,0.67582,0.66424,0.68628,0.65509,0.77081,0.82373,0.26313,0.51557
AT5G23155,0.56614,0.28376,0.56425,0.35891,0.7917,0.22964,0.24841,0.30096,0.59139,0.37016,0.55327,0.36841
AT4G23470,0.57068,0.60683,0.5996,0.57668,0.87578,0.64524,0.46553,0.50629,0.45385,0.49855,0.62852,0.49023
AT5G26310,0.57123,0.71165,0.84223,0.69138,0.68773,0.64667,0.6922,0.76804,0.69982,0.74524,0.68744,0.67309
AT3G49590,0.572,0.67334,0.6691,0.75442,0.72466,0.8034,0.54428,0.61913,0.60971,0.73602,0.93887,0.69646
AT1G22610,0.57231,0.70234,0.64832,0.62172,0.67751,0.51131,0.55615,0.53628,0.60738,0.56583,0.98848,0.6007
AT3G25790,0.57443,0.53286,0.77008,0.83199,0.76615,0.3527,0.48944,0.65543,0.6745,0.78831,0.22602,0.4971
AT4G35720,0.57463,0.46914,0.56607,0.82195,0.95523,0.78301,0.69348,0.74082,0.46476,0.3931,0.51386,0.26033
AT2G01913,0.5758,0.48396,0.50249,0.52006,0.4961,0.61852,0.78254,0.77517,0.80532,0.73304,0.84213,0.59602
AT1G68660,0.5765,0.66643,0.62879,0.63637,0.55843,0.95941,0.62136,0.7943,0.58519,0.65108,0.7242,0.92763
AT5G40410,0.57692,0.41487,0.67937,0.66942,0.50995,0.43275,0.79023,0.67589,0.75956,0.68037,0.61209,0.77086
AT1G79000,0.577,0.76815,0.64608,0.8649,0.62891,0.4531,0.53028,0.50689,0.61602,0.55013,0.56542,0.43469
AT3G47400,0.57732,0.66725,0.77923,0.75971,0.61385,0.65043,0.61684,0.59489,0.65833,0.92913,0.36615,0.67321
AT1G30260,0.57766,0.58258,0.46954,0.46785,0.40132,0.82721,0.26756,0.34767,0.24,0.28017,0.0943,0.22555
AT1G27595,0.57911,0.77825,0.61232,0.74184,0.63062,0.46275,0.49562,0.48683,0.58957,0.59485,0.56356,0.39813
AT3G59760,0.57955,0.57476,0.61856,0.64098,0.63673,0.96438,0.68984,0.67408,0.59436,0.57237,0.60121,0.99341
AT3G13430,0.57974,0.52407,0.60081,0.53778,0.62314,0.73554,0.52991,0.55564,0.53843,0.59376,0.9833,0.66652
AT2G37570,0.58169,0.68297,0.62925,0.70952,0.88076,0.75877,0.38567,0.40917,0.42022,0.40627,0.40715,0.43029
AT2G26890,0.58267,0.74735,0.6006,0.80766,0.61903,0.38038,0.46273,0.44671,0.61735,0.55425,0.6381,0.39955
AT5G65660,0.58391,0.57765,0.47225,0.51905,0.93255,0.77505,0.39283,0.64595,0.43408,0.43623,0.31937,0.56092
AT3G12830,0.58476,0.47578,0.65148,0.65891,0.87394,0.89417,0.45323,0.35579,0.38454,0.42635,0.47374,0.81064
AT1G31850,0.58673,0.63229,0.59875,0.58863,0.63289,0.51578,0.60561,0.63748,0.63682,0.58736,0.94823,0.56108
AT3G16030,0.58947,0.47535,0.64343,0.70377,0.61316,0.76801,0.51888,0.44876,0.62407,0.61674,0.89604,0.79275
AT1G12620,0.59016,0.76196,0.79743,0.95214,0.90024,0.61887,0.71926,0.76507,0.80047,0.88925,0.79291,0.74676
AT2G42950,0.59102,0.55061,0.58244,0.60408,0.92896,0.70974,0.50349,0.54924,0.59721,0.54142,0.69141,0.55965
AT2G22730,0.59119,0.83241,0.67367,0.80703,0.74619,0.5058,0.61622,0.64969,0.62486,0.64605,0.76684,0.49178
AT2G18196,0.59161,0.59009,0.56035,0.56319,0.60495,0.91034,0.60669,0.71569,0.59457,0.66516,0.88537,0.90024
AT1G72210,0.59209,0.74256,0.63966,0.79112,0.55221,0.45362,0.44536,0.46649,0.51957,0.7151,0.70374,0.37305
AT1G28250,0.59242,0.54246,0.63594,0.6033,0.56874,0.89658,0.64221,0.70295,0.58875,0.66405,0.55261,0.77756
AT5G48150,0.59456,0.56655,0.62417,0.72484,0.67865,0.72184,0.66271,0.63746,0.7148,0.82781,0.97808,0.81081
AT2G34670,0.59545,0.64631,0.53259,0.55807,0.57956,0.41609,0.49168,0.54577,0.54258,0.48766,0.97247,0.41721
AT4G37970,0.59558,0.59161,0.56716,0.58309,0.44269,0.29468,0.74238,0.71194,0.62522,0.69438,0.87639,0.49805
AT1G33340,0.59695,0.67925,0.89579,0.69526,0.70792,0.72928,0.64726,0.58355,0.52823,0.70008,0.5281,0.83309
AT1G47578,0.59722,0.59448,0.50046,0.90437,0.61538,0.65095,0.7003,0.50704,0.69662,0.57266,0.56575,0.51376
AT1G29380,0.59865,0.63406,0.58343,0.59171,0.48429,0.49957,0.76587,0.75049,0.75837,0.63281,0.98516,0.63552
AT1G64210,0.59914,0.69177,0.73813,0.73551,0.99469,0.66641,0.54363,0.55163,0.69778,0.5773,0.14526,0.36299
AT3G06460,0.60012,0.69336,0.7907,0.85997,0.6503,0.75399,0.60773,0.72502,0.67543,0.76762,0.03945,0.79997
AT1G29330,0.60052,0.52772,0.56862,0.5446,0.55646,0.85854,0.65548,0.63896,0.51865,0.61395,0.711,0.79383
AT1G21580,0.60149,0.79955,0.63243,0.88005,0.65088,0.47054,0.46529,0.49538,0.63046,0.54961,0.62061,0.40304
AT4G25890,0.60283,0.50836,0.58711,0.59017,0.48861,0.80715,0.86783,0.78795,0.80385,0.70905,0.50547,0.90073
AT3G23920,0.60287,0.53129,0.59346,0.651,0.74475,0.71158,0.58499,0.53086,0.57142,0.71446,0.94797,0.77901
AT3G62050,0.60393,0.76964,0.70222,0.81294,0.76754,0.56911,0.67314,0.91618,0.89424,0.65042,0.60521,0.68336
AT3G54290,0.60416,0.57562,0.61125,0.56013,0.73946,0.77901,0.63295,0.58683,0.65858,0.5919,0.97214,0.78494
AT3G10970,0.60568,0.54899,0.67189,0.56582,0.66546,0.78424,0.62363,0.64901,0.62735,0.68867,0.96216,0.86239
AT1G78070,0.60721,0.60302,0.59604,0.49331,0.49882,0.70507,0.6363,0.65678,0.64245,0.63669,0.85818,0.84177
AT1G75390,0.60863,0.55401,0.65182,0.69812,0.92614,0.50095,0.57161,0.44502,0.50048,0.61275,0.67715,0.43271
AT3G62830,0.61042,0.68214,0.71579,0.65731,0.96646,0.46463,0.64993,0.59779,0.60211,0.63174,0.57683,0.48309
AT1G60970,0.61053,0.58641,0.76286,0.42343,0.54547,0.12666,0.68103,0.24458,0.68872,0.85723,0.53122,0.46714
AT3G51330,0.61137,0.58733,0.49078,0.39197,0.91955,0.77572,0.53532,0.50525,0.50357,0.41076,0.43003,0.42932
AT1G78420,0.61243,0.65671,0.67332,0.66827,0.72924,0.71364,0.60924,0.58021,0.65471,0.71171,0.96368,0.68796
AT1G16710,0.61305,0.7749,0.67531,0.80952,0.66706,0.46516,0.52214,0.51617,0.65055,0.61691,0.58621,0.4976
AT2G26830,0.61391,0.53612,0.64249,0.63445,0.65886,0.96148,0.74329,0.65551,0.69237,0.64537,0.76926,0.81283
AT3G03790,0.61403,0.7929,0.62715,0.81821,0.67133,0.54588,0.59685,0.64359,0.60087,0.62676,0.91331,0.50929
AT4G29310,0.6163,0.88754,0.80953,0.81775,0.72106,0.59619,0.68398,0.60801,0.73602,0.57786,0.42843,0.50013
AT2G05580,0.61793,0.63302,0.49114,0.33383,0.27814,0.14822,0.10924,0.54035,0.25648,0.31139,0.13572,0.23574
AT2G41160,0.61828,0.55874,0.62855,0.59074,0.85171,0.76675,0.60916,0.57346,0.58554,0.66947,0.99208,0.72513
AT2G28670,0.61877,0.71646,0.80554,0.71533,0.63165,0.82843,0.74419,0.67512,0.81035,0.95919,0.55799,0.9269
AT2G47310,0.61884,0.8549,0.70593,0.73055,0.75004,0.55019,0.62718,0.64667,0.7772,0.62525,0.51436,0.51532
AT1G08840,0.61915,0.8199,0.79287,0.96588,0.75013,0.68507,0.67563,0.70349,0.85283,0.67078,0.6188,0.69804
AT5G44750,0.61942,0.84614,0.63581,0.81682,0.64481,0.46161,0.46782,0.60541,0.74879,0.64927,0.63209,0.36945
AT3G15790,0.6199,0.62647,0.56474,0.61683,0.65784,0.74315,0.71982,0.77965,0.66688,0.69466,0.98087,0.897
AT2G28315,0.62048,0.54726,0.57417,0.58476,0.88265,0.82469,0.52288,0.44512,0.5346,0.55007,0.66752,0.73815
AT3G23430,0.62051,0.79303,0.56077,0.61294,0.48993,0.18431,0.46354,0.50442,0.46854,0.58381,0.39569,0.20986
AT5G04310,0.62109,0.68269,0.78087,0.59791,0.91028,0.51563,0.57644,0.527,0.63561,0.57493,0.35614,0.39022
AT1G77760,0.62283,0.77178,0.64955,0.80459,0.87932,0.29798,0.43863,0.43893,0.56679,0.71177,0.08555,0.26444
AT4G00760,0.62314,0.7993,0.67361,0.85861,0.8277,0.52369,0.56389,0.75138,0.82627,0.7248,0.63625,0.51535
AT4G13870,0.62406,0.75456,0.68325,0.6187,0.6849,0.74419,0.74875,0.8675,0.71947,0.6531,0.49246,0.75754
AT3G63180,0.62537,0.76369,0.64533,0.75638,0.69629,0.53582,0.64435,0.48897,0.64095,0.67825,0.82408,0.53101
AT1G70780,0.62635,0.51687,0.52222,0.56636,0.8794,0.77518,0.58572,0.59085,0.65254,0.59463,0.53293,0.89
AT3G51410,0.62819,0.80154,0.53897,0.79156,0.93693,0.9509,0.74827,0.45394,0.35238,0.54996,0.13741,0.52957
AT2G19440,0.6287,0.67909,0.79704,0.44848,0.54773,0.74774,0.65991,0.86381,0.49131,0.65985,0.65368,0.64958
AT1G07250,0.62965,0.58038,0.63316,0.69865,0.62648,0.79057,0.64388,0.69435,0.711,0.70852,0.95008,0.98062
AT1G05170,0.62989,0.60772,0.72593,0.67308,0.65988,0.88306,0.8041,0.62105,0.62986,0.76734,0.67128,0.86533
AT5G50140,0.62994,0.51618,0.05868,0.10536,0.12243,0.03411,0.3761,0.68523,0.11814,0.34294,0.61968,0.07704
AT2G36810,0.6312,0.81528,0.70914,0.87152,0.69062,0.43899,0.52366,0.54553,0.70921,0.67919,0.61329,0.44314
AT5G13950,0.63161,0.79614,0.64835,0.80101,0.74963,0.58475,0.57641,0.58513,0.68122,0.67197,0.89306,0.60419
AT1G79270,0.63182,0.63413,0.68961,0.589,0.72203,0.59654,0.58092,0.63981,0.68291,0.68312,0.9656,0.58959
AT1G36160,0.63187,0.81606,0.67364,0.9415,0.6659,0.4759,0.56595,0.59819,0.68837,0.65371,0.66237,0.48792
AT1G19220,0.63204,0.83744,0.65643,0.75969,0.74705,0.41024,0.62602,0.54529,0.70759,0.636,0.51523,0.45559
AT1G08340,0.63233,0.68323,0.89052,0.91558,0.61057,0.64059,0.76068,0.74647,0.74096,0.8557,0.29967,0.63798
AT5G05250,0.63254,0.57255,0.99255,0.59098,0.38366,0.04363,0.67172,0.4033,0.69512,0.49986,0.07691,0.03698
AT1G49840,0.63407,0.65647,0.59139,0.71223,0.85845,0.88385,0.69456,0.6973,0.73381,0.67211,0.87962,0.92106
AT1G18060,0.63487,0.72049,0.73866,0.61922,0.54841,0.61346,0.71434,0.89521,0.7137,0.75158,0.52964,0.65362
AT1G15580,0.63499,0.37738,0.38725,0.4638,0.2195,0.20827,0.87899,0.43938,0.58029,0.34768,0.12075,0.32333
AT3G06860,0.6358,0.67847,0.67727,0.73145,0.75934,0.82491,0.70518,0.66955,0.72581,0.78863,0.97771,0.85695
AT4G26520,0.63735,0.28484,0.27578,0.33028,0.8293,0.30838,0.42693,0.50623,0.71111,0.29232,0.45477,0.3849
AT1G78000,0.63758,0.53192,0.8166,0.6243,0.59072,0.71019,0.69471,0.51741,0.88268,0.41294,0.14779,0.38791
AT5G59940,0.63816,0.89631,0.81951,0.74686,0.71067,0.89192,0.65124,0.70752,0.71374,0.74675,0.63475,0.83326
AT4G10550,0.63946,0.67298,0.43145,0.39574,0.98399,0.28856,0.36822,0.56708,0.40525,0.29281,0.287,0.2638
AT5G65687,0.64063,0.70267,0.73609,0.75446,0.8221,0.87304,0.80177,0.72814,0.68682,0.74166,0.95908,0.85104
AT3G07560,0.64185,0.72677,0.6467,0.68933,0.83462,0.75069,0.58075,0.58762,0.61331,0.72619,0.9566,0.72401
AT4G26750,0.64194,0.71273,0.58122,0.60614,0.77754,0.55633,0.59266,0.5918,0.58483,0.55157,0.98298,0.59803
AT1G20480,0.64212,0.87448,0.66676,0.84943,0.6505,0.52227,0.54608,0.69609,0.60151,0.71039,0.54799,0.56127
AT4G30400,0.64289,0.57917,0.63846,0.70228,0.7703,0.83674,0.68274,0.69874,0.69423,0.67072,0.9616,0.8027
AT4G19020,0.64337,0.84841,0.65785,0.89424,0.71682,0.49604,0.57685,0.59019,0.79263,0.68314,0.5343,0.46077
AT3G27260,0.64542,0.80667,0.69056,0.82508,0.74366,0.56155,0.57537,0.5875,0.70922,0.74269,0.83723,0.53828
AT5G52660,0.64561,0.68541,0.70924,0.64684,0.84355,0.90356,0.61373,0.76199,0.71154,0.67918,0.93742,0.81139
AT1G33240,0.64568,0.8606,0.79497,0.86295,0.78793,0.50223,0.54105,0.51226,0.59708,0.72974,0.39976,0.49997
AT1G59820,0.64804,0.7429,0.64833,0.74509,0.7633,0.59613,0.56383,0.47962,0.60636,0.60251,0.95993,0.56507
AT4G18630,0.64842,0.56751,0.72754,0.66254,0.91027,0.50996,0.75416,0.94593,0.76714,0.53325,0.81808,0.5186
AT4G11570,0.65019,0.64035,0.66085,0.65121,0.66621,0.89593,0.62014,0.68809,0.66915,0.71105,0.84387,0.91102
AT1G01960,0.65045,0.81505,0.7043,0.81417,0.73111,0.47225,0.57315,0.60846,0.67479,0.6295,0.64507,0.48985
AT2G45760,0.65112,0.44363,0.44468,0.50447,0.53757,0.55462,0.96562,0.29743,0.73292,0.68817,0.66951,0.70355
AT1G60930,0.6521,0.67325,0.60788,0.79399,0.80066,0.52939,0.54118,0.55868,0.59522,0.48753,0.49939,0.52322
AT5G27240,0.65222,0.81336,0.65131,0.88201,0.64826,0.47069,0.74249,0.54991,0.73088,0.63077,0.61728,0.50106
AT5G08470,0.65225,0.83966,0.68723,0.85853,0.75046,0.60499,0.60943,0.64539,0.65298,0.64118,0.83801,0.61007
AT4G17460,0.65271,0.87869,0.67641,0.68874,0.86647,0.72248,0.81574,0.8335,0.85891,0.97271,0.86112,0.87699
AT5G65495,0.65447,0.54661,0.537,0.52577,0.43946,0.85135,0.62692,0.68166,0.52518,0.57726,0.42961,0.73383
AT4G02510,0.6545,0.77698,0.65381,0.74438,0.7211,0.54728,0.59897,0.58645,0.66833,0.58763,0.69428,0.63117
AT4G32295,0.6552,0.60178,0.6031,0.63882,0.7044,0.89751,0.65413,0.58795,0.63614,0.59921,0.86192,0.71035
AT3G10670,0.65542,0.75301,0.68158,0.67688,0.86951,0.60751,0.65731,0.65533,0.6178,0.63556,0.53615,0.58406
AT5G64270,0.65594,0.79816,0.62794,0.71587,0.69783,0.52813,0.58931,0.56985,0.65271,0.65143,0.81122,0.53994
AT3G43230,0.65709,0.66964,0.69204,0.70202,0.76521,0.90136,0.62689,0.62889,0.61115,0.70543,0.91795,0.7912
AT1G66020,0.6571,0.58009,0.66934,0.86663,0.7157,0.42005,0.78851,0.47134,0.54761,0.56672,0.82994,0.54193
AT2G46900,0.65712,0.83923,0.75233,0.78579,0.66802,0.51003,0.52261,0.5458,0.53582,0.62375,0.63618,0.45977
AT5G64740,0.65764,0.85674,0.704,0.69024,0.59677,0.41702,0.60013,0.60569,0.62263,0.59864,0.46132,0.41516
AT3G47600,0.65918,0.5071,0.45259,0.5968,0.84696,0.60136,0.65258,0.58756,0.51915,0.48986,0.92593,0.55747
AT5G13870,0.65946,0.75312,0.8513,0.82884,0.76324,0.64549,0.54911,0.64266,0.58855,0.76077,0.65276,0.45951
AT1G01180,0.66052,0.72952,0.87352,0.56719,0.36482,0.64578,0.61211,0.72487,0.60262,0.67402,0.46505,0.69001
AT3G47990,0.66164,0.65473,0.60114,0.64446,0.68584,0.69156,0.59523,0.66014,0.65062,0.74165,0.98814,0.68516
AT3G61010,0.66172,0.83101,0.68258,0.82928,0.57301,0.44548,0.51583,0.5615,0.64466,0.6362,0.4471,0.38906
AT4G30190,0.66211,0.68098,0.67797,0.834,0.93874,0.50616,0.50892,0.36717,0.61556,0.5871,0.22754,0.30514
AT2G44790,0.66261,0.58174,0.56325,0.48414,0.75405,0.81146,0.5695,0.52159,0.48357,0.5421,0.94251,0.63306
AT2G18960,0.66301,0.79515,0.66856,0.74918,0.72667,0.58413,0.63876,0.54623,0.70267,0.72464,0.65981,0.57652
AT1G63800,0.66317,0.79705,0.94049,0.87551,0.80459,0.94244,0.60238,0.83027,0.6392,0.8454,0.56958,0.75087
AT3G01710,0.66322,0.49036,0.65372,0.6659,0.60699,0.46425,0.91875,0.90171,0.8649,0.66445,0.89143,0.61755
AT1G09450,0.66369,0.62631,0.66718,0.77101,0.76534,0.57896,0.69932,0.70648,0.65603,0.63367,0.63118,0.63991
AT1G11080,0.6638,0.62197,0.36582,0.46694,0.85936,0.05231,0.23197,0.47592,0.34025,0.24256,0.0796,0.12056
AT4G02040,0.66447,0.69166,0.63211,0.65955,0.53423,0.68194,0.79225,0.7728,0.89975,0.83739,0.57109,0.71018
AT2G22090,0.66459,0.65897,0.68333,0.70066,0.82425,0.92996,0.64988,0.65366,0.70065,0.68012,0.81162,0.94136
AT5G10940,0.66468,0.87858,0.76617,0.80553,0.79799,0.66104,0.67585,0.74287,0.81515,0.7563,0.82844,0.60884
AT1G21150,0.66642,0.68814,0.62569,0.7511,0.59032,0.75962,0.74249,0.89104,0.66436,0.74144,0.64902,0.66893
AT1G01780,0.66652,0.72203,0.9248,0.81701,0.85619,0.71887,0.69412,0.76149,0.7683,0.77999,0.32589,0.58008
AT1G67590,0.66705,0.73162,0.91639,0.93499,0.76604,0.7685,0.64188,0.69968,0.7361,0.80197,0.72935,0.78133
AT1G30290,0.66705,0.88064,0.68684,0.73958,0.72716,0.72205,0.72553,0.84345,0.79826,0.72367,0.76996,0.69174
AT4G20740,0.66846,0.83251,0.77167,0.76512,0.71393,0.5791,0.85081,0.75816,0.80066,0.7051,0.62748,0.68665
AT5G40100,0.6696,0.81733,0.72781,0.86458,0.68093,0.65704,0.56224,0.58381,0.66835,0.59818,0.54334,0.51307
AT1G14830,0.6715,0.69661,0.7098,0.73303,0.76801,0.668,0.70917,0.69064,0.73465,0.71288,0.95415,0.68265
AT3G49830,0.672,0.36241,0.47486,0.38694,0.90115,0.46087,0.57272,0.66429,0.59362,0.56013,0.529,0.51762
AT1G71220,0.67239,0.82688,0.73262,0.87433,0.74288,0.51635,0.64672,0.6278,0.71491,0.67779,0.66324,0.5403
AT2G27040,0.674,0.79078,0.76705,0.89471,0.87161,0.62229,0.74726,0.70674,0.83139,0.67761,0.86271,0.62209
AT5G61780,0.67414,0.84487,0.75233,0.84274,0.76366,0.57233,0.68339,0.67309,0.76063,0.72715,0.65792,0.59383
